first_name,last_name,email,salary,country,date_of_birth,gender,phone_number,joining_date,status,department,job_title
Joseph,Davis,joseph.davis5947@example.com,43344.41,South Africa,1997-08-26,Other,+11368210791,2014-12-16,On Leave,Sales,Product Manager
Katie,Brown,katie.brown5948@example.com,134849.51,India,1992-10-27,Other,+12910484566,2020-11-14,On Leave,Engineering,DevOps Engineer
Isabella,Jackson,isabella.jackson5949@example.com,124588.48,Brazil,1981-06-23,Female,+13592639944,2013-07-16,Active,Data,Product Manager
Isabella,Gonzalez,isabella.gonzalez5950@example.com,80586.52,India,1996-08-12,Female,+16954768779,2022-12-18,Suspended,Operations,HR Specialist
Isabella,Garcia,isabella.garcia5951@example.com,59724.27,Germany,1978-11-25,Other,+18953091511,2022-03-14,On Leave,Data,Data Scientist
James,Taylor,james.taylor5952@example.com,101498.58,Japan,1997-11-17,Male,+16974445016,2011-12-26,On Leave,Data,Product Manager
John,Garcia,john.garcia5953@example.com,44332.66,India,1996-01-01,Male,+11894800597,2013-07-07,Active,Quality Assurance,Sales Representative
Robert,Gonzalez,robert.gonzalez5954@example.com,109661.43,France,1987-09-24,Male,+12393987227,2023-10-24,Active,Product,Product Manager
Michael,Rodriguez,michael.rodriguez5955@example.com,130350.21,South Africa,1973-09-23,Other,+14216174989,2019-12-09,Terminated,Quality Assurance,HR Specialist
Michael,Gonzalez,michael.gonzalez5956@example.com,117870.25,Canada,1983-07-16,Other,+14805637009,2010-04-03,Suspended,Data,Data Scientist
Katie,Hernandez,katie.hernandez5957@example.com,133441.62,Germany,1975-12-07,Male,+13260389277,2020-03-10,On Leave,Product,Sales Representative
David,Miller,david.miller5958@example.com,144245.62,South Africa,1976-03-05,Female,+11077325697,2012-02-20,Terminated,Engineering,QA Engineer
Isabella,Jones,isabella.jones5959@example.com,136721.12,India,1976-04-12,Female,+15025909762,2019-04-13,Terminated,Operations,Software Engineer
Laura,Martinez,laura.martinez5960@example.com,43199.32,Australia,1978-10-18,Male,+17371168242,2021-01-03,Active,Operations,HR Specialist
Joseph,Smith,joseph.smith5961@example.com,60794.94,Germany,1994-11-23,Other,+19728063108,2015-04-01,On Leave,Operations,Data Scientist
Michael,Martinez,michael.martinez5962@example.com,44365.69,Japan,1970-07-11,Other,+16547473605,2012-10-07,Suspended,Engineering,QA Engineer
Ava,Brown,ava.brown5963@example.com,65685.25,Canada,1971-07-27,Other,+15599649760,2022-06-06,Terminated,Data,Product Manager
Laura,Taylor,laura.taylor5964@example.com,117467.54,South Africa,1974-11-16,Other,+19912149466,2016-12-23,Terminated,Operations,Software Engineer
Sarah,Thomas,sarah.thomas5965@example.com,115328.01,India,1985-08-26,Other,+16300459188,2012-11-20,On Leave,Engineering,DevOps Engineer
Joseph,Miller,joseph.miller5966@example.com,102030.41,France,1999-06-16,Other,+15687473006,2010-05-24,On Leave,Data,Data Scientist
Michael,Brown,michael.brown5967@example.com,71001.95,USA,1974-01-12,Male,+14442694139,2010-10-04,Suspended,Engineering,HR Specialist
Emily,Rodriguez,emily.rodriguez5968@example.com,50860.56,South Africa,1998-11-06,Male,+12965063680,2011-07-29,Terminated,Sales,DevOps Engineer
Robert,Davis,robert.davis5969@example.com,112477.99,France,1989-05-19,Other,+18771600011,2016-02-29,Active,Engineering,DevOps Engineer
Alex,Martin,alex.martin5970@example.com,59224.97,USA,1979-01-21,Other,+18878174257,2019-11-22,Active,Product,HR Specialist
Katie,Williams,katie.williams5971@example.com,90953.84,Japan,1983-05-22,Other,+14699727228,2010-09-15,Active,Quality Assurance,Product Manager
Sophia,Taylor,sophia.taylor5972@example.com,68542.22,Australia,1981-09-21,Male,+16630795762,2019-08-14,Active,Marketing,Software Engineer
John,Garcia,john.garcia5973@example.com,123927.38,Canada,1984-11-12,Other,+17422152573,2023-12-01,On Leave,Human Resources,DevOps Engineer
Joseph,Anderson,joseph.anderson5974@example.com,149551.75,Germany,1985-12-27,Male,+16010904090,2011-08-04,Suspended,Human Resources,Software Engineer
Joseph,Taylor,joseph.taylor5975@example.com,93579.09,Brazil,1974-05-03,Male,+12376832480,2010-10-21,Suspended,Product,Sales Representative
Jane,Gonzalez,jane.gonzalez5976@example.com,111044.12,South Africa,1976-04-04,Other,+13723438099,2013-07-21,Active,Marketing,HR Specialist
Katie,Wilson,katie.wilson5977@example.com,55632.88,India,1990-12-24,Female,+19236688942,2021-12-27,Terminated,Engineering,Marketing Analyst
Charles,Jones,charles.jones5978@example.com,85192.66,Japan,1998-01-25,Male,+13864256458,2010-02-06,Suspended,Operations,QA Engineer
Emma,Gonzalez,emma.gonzalez5979@example.com,41038.56,UK,1972-04-06,Other,+15141003741,2022-02-09,On Leave,Data,DevOps Engineer
Alex,Moore,alex.moore5980@example.com,40797.92,Germany,1972-10-07,Other,+15671716818,2022-11-02,On Leave,Human Resources,Software Engineer
Charles,Smith,charles.smith5981@example.com,138097.37,South Africa,1999-01-08,Male,+19156005466,2020-05-07,Terminated,Data,QA Engineer
Emily,Lopez,emily.lopez5982@example.com,142058.52,USA,1971-01-06,Male,+17750106891,2020-10-11,Suspended,Engineering,Data Scientist
Sarah,Rodriguez,sarah.rodriguez5983@example.com,86542.73,USA,1988-07-20,Female,+16875672612,2011-08-29,Suspended,Quality Assurance,DevOps Engineer
David,Williams,david.williams5984@example.com,117670.05,Brazil,1988-02-24,Other,+16219951642,2011-04-17,Suspended,Operations,HR Specialist
Jane,Williams,jane.williams5985@example.com,133092.33,Australia,1997-05-18,Male,+12760851950,2014-02-18,Active,Sales,Data Scientist
Laura,Thomas,laura.thomas5986@example.com,130121.94,USA,1971-10-27,Female,+11746793613,2011-06-10,Active,Human Resources,Product Manager
Sarah,Lopez,sarah.lopez5987@example.com,43926.76,Brazil,1983-05-28,Male,+16712279339,2021-09-27,Active,Quality Assurance,DevOps Engineer
Emily,Brown,emily.brown5988@example.com,101641.4,Canada,1979-05-06,Other,+13711709065,2014-08-01,Suspended,Human Resources,Marketing Analyst
Alex,Jones,alex.jones5989@example.com,53357.0,USA,1995-03-27,Male,+16831864537,2013-02-28,Active,Sales,Product Manager
Olivia,Miller,olivia.miller5990@example.com,63598.53,Canada,1983-10-18,Other,+14128090248,2020-12-10,On Leave,Marketing,Marketing Analyst
Olivia,Jones,olivia.jones5991@example.com,144805.9,USA,1988-06-06,Other,+12659566240,2020-05-09,Active,Quality Assurance,HR Specialist
Alex,Jackson,alex.jackson5992@example.com,56575.33,Japan,1971-05-23,Male,+11348774222,2021-06-23,Active,Quality Assurance,Product Manager
Isabella,Moore,isabella.moore5993@example.com,55113.4,UK,1980-12-11,Female,+13650819187,2011-10-17,Active,Engineering,DevOps Engineer
Alex,Wilson,alex.wilson5994@example.com,114711.81,UK,1976-03-07,Other,+11944924190,2010-02-03,On Leave,Product,QA Engineer
Emma,Jones,emma.jones5995@example.com,97752.74,Canada,1971-04-19,Male,+14516832546,2021-05-26,On Leave,Human Resources,HR Specialist
Emily,Martinez,emily.martinez5996@example.com,117383.14,Australia,1980-06-14,Female,+13221496345,2023-03-29,On Leave,Engineering,DevOps Engineer
Ava,Wilson,ava.wilson5997@example.com,120690.58,India,1996-06-19,Other,+18828334242,2019-02-22,On Leave,Operations,DevOps Engineer
John,Rodriguez,john.rodriguez5998@example.com,55430.58,Germany,1985-06-05,Male,+17973160378,2013-02-16,Active,Quality Assurance,Software Engineer
Joseph,Smith,joseph.smith5999@example.com,87535.93,France,1989-08-24,Female,+17779758759,2017-10-02,On Leave,Human Resources,DevOps Engineer
Jane,Miller,jane.miller6000@example.com,70491.61,India,1973-11-14,Male,+15453002331,2014-05-26,Active,Marketing,HR Specialist
Ava,Smith,ava.smith6001@example.com,133556.49,India,1987-10-07,Other,+14651961022,2012-03-10,Terminated,Quality Assurance,Software Engineer
Olivia,Anderson,olivia.anderson6002@example.com,123967.55,UK,1985-03-20,Other,+17960472415,2013-07-03,On Leave,Engineering,QA Engineer
Joseph,Garcia,joseph.garcia6003@example.com,82192.47,USA,1972-08-20,Other,+16097467361,2018-05-13,Terminated,Data,Data Scientist
Laura,Jackson,laura.jackson6004@example.com,103653.36,USA,1995-12-08,Male,+18063509912,2016-02-27,Active,Human Resources,QA Engineer
Olivia,Rodriguez,olivia.rodriguez6005@example.com,50012.34,Germany,1990-04-19,Other,+15298948601,2016-06-19,Active,Marketing,Product Manager
Ava,Rodriguez,ava.rodriguez6006@example.com,56399.55,Australia,1993-05-16,Female,+16290681737,2011-03-17,Terminated,Engineering,Software Engineer
Laura,Martinez,laura.martinez6007@example.com,54496.37,Germany,1976-06-17,Male,+16132754001,2013-06-24,Terminated,Product,Data Scientist
Laura,Gonzalez,laura.gonzalez6008@example.com,91898.56,France,1993-03-06,Female,+17091343698,2023-01-07,Suspended,Operations,QA Engineer
David,Anderson,david.anderson6009@example.com,106279.98,South Africa,1970-08-05,Other,+13176319457,2020-05-21,Terminated,Sales,QA Engineer
Chris,Lopez,chris.lopez6010@example.com,124328.72,France,1987-01-20,Other,+11400003386,2011-04-05,On Leave,Quality Assurance,HR Specialist
Laura,Davis,laura.davis6011@example.com,50333.16,UK,1975-11-11,Female,+12601556746,2019-02-05,On Leave,Sales,HR Specialist
Olivia,Martinez,olivia.martinez6012@example.com,103110.3,Australia,1982-12-11,Male,+18731277283,2014-11-29,Terminated,Human Resources,Sales Representative
Sarah,Anderson,sarah.anderson6013@example.com,111657.76,Canada,1996-06-23,Female,+17900952500,2014-06-06,Active,Operations,Marketing Analyst
Laura,Smith,laura.smith6014@example.com,132696.03,USA,1996-12-20,Female,+19902477372,2021-12-31,On Leave,Sales,Marketing Analyst
Chris,Martinez,chris.martinez6015@example.com,90800.59,South Africa,1999-06-18,Other,+12250243184,2023-09-23,On Leave,Human Resources,Sales Representative
William,Gonzalez,william.gonzalez6016@example.com,137529.39,USA,1972-05-27,Female,+16420735204,2022-12-18,Terminated,Sales,Software Engineer
Jane,Martinez,jane.martinez6017@example.com,97481.1,Brazil,1986-02-01,Other,+15947369483,2019-08-03,On Leave,Product,Marketing Analyst
John,Jackson,john.jackson6018@example.com,89905.85,UK,1974-04-15,Male,+14421834000,2023-08-21,Suspended,Product,QA Engineer
Chris,Martinez,chris.martinez6019@example.com,85708.87,Japan,1999-09-27,Other,+11648454957,2020-01-07,Terminated,Operations,Marketing Analyst
Isabella,Smith,isabella.smith6020@example.com,119661.12,Japan,1989-06-18,Male,+18765216891,2020-01-30,Terminated,Operations,Product Manager
Charles,Martin,charles.martin6021@example.com,101516.4,UK,1978-12-10,Male,+19781318871,2020-07-08,On Leave,Sales,Software Engineer
David,Rodriguez,david.rodriguez6022@example.com,94844.64,India,1973-06-21,Female,+18237041216,2015-06-18,Terminated,Quality Assurance,Data Scientist
Sophia,Martinez,sophia.martinez6023@example.com,48971.01,France,1977-06-26,Other,+16678221337,2011-03-20,Terminated,Product,Sales Representative
Emily,Jones,emily.jones6024@example.com,110372.94,India,1981-12-12,Other,+12424155636,2014-08-12,Terminated,Product,Software Engineer
Robert,Taylor,robert.taylor6025@example.com,45670.82,USA,1991-10-29,Female,+18815407759,2021-11-24,Terminated,Data,QA Engineer
James,Hernandez,james.hernandez6026@example.com,122826.22,France,1987-05-02,Other,+16641942690,2015-12-29,Terminated,Engineering,HR Specialist
Michael,Garcia,michael.garcia6027@example.com,87932.17,UK,1995-02-07,Male,+11998765337,2019-04-29,Terminated,Quality Assurance,Sales Representative
Emma,Miller,emma.miller6028@example.com,70585.54,Japan,1974-08-03,Male,+15063185455,2016-07-09,Suspended,Data,Software Engineer
Chris,Martinez,chris.martinez6029@example.com,54692.49,Japan,1999-11-29,Other,+13557550859,2016-08-01,Suspended,Data,DevOps Engineer
Alex,Gonzalez,alex.gonzalez6030@example.com,54032.85,Germany,1974-12-04,Other,+17870827042,2011-01-30,Active,Operations,Sales Representative
David,Brown,david.brown6031@example.com,76414.05,Brazil,1982-04-17,Male,+15497270057,2019-04-26,Terminated,Marketing,Product Manager
Emma,Rodriguez,emma.rodriguez6032@example.com,64023.31,Canada,1989-10-02,Other,+19769604567,2015-02-06,On Leave,Operations,Sales Representative
Jane,Smith,jane.smith6033@example.com,68529.17,USA,1987-01-10,Male,+17309419817,2018-10-14,Active,Marketing,DevOps Engineer
Ava,Williams,ava.williams6034@example.com,65638.96,USA,1985-09-29,Other,+13092688714,2016-07-21,Suspended,Operations,Software Engineer
Charles,Williams,charles.williams6035@example.com,50542.79,USA,1987-09-23,Female,+19161416203,2012-03-14,Terminated,Operations,Product Manager
David,Taylor,david.taylor6036@example.com,72618.07,France,1971-07-17,Male,+12176941969,2018-12-17,Terminated,Human Resources,Software Engineer
William,Taylor,william.taylor6037@example.com,141529.78,Australia,1991-02-10,Other,+12948958053,2020-06-15,Active,Product,Sales Representative
Isabella,Thomas,isabella.thomas6038@example.com,67857.03,France,1983-03-10,Other,+15094868316,2021-11-11,Active,Engineering,Software Engineer
Jane,Brown,jane.brown6039@example.com,79116.48,Australia,1972-12-27,Male,+17874681652,2016-08-02,Active,Engineering,Marketing Analyst
Laura,Brown,laura.brown6040@example.com,124784.09,USA,1980-07-09,Male,+18470899719,2010-10-22,Terminated,Operations,QA Engineer
Robert,Miller,robert.miller6041@example.com,106695.12,Australia,1996-10-25,Male,+14658824985,2016-03-16,Active,Marketing,Software Engineer
Robert,Lopez,robert.lopez6042@example.com,114633.54,Germany,1987-08-10,Female,+17866262964,2011-01-14,Active,Marketing,QA Engineer
Laura,Brown,laura.brown6043@example.com,113750.64,Germany,1992-11-18,Other,+14726921071,2021-09-18,Suspended,Engineering,Sales Representative
James,Wilson,james.wilson6044@example.com,99769.42,Germany,1976-03-22,Male,+17944324851,2022-05-14,Active,Engineering,Marketing Analyst
Laura,Johnson,laura.johnson6045@example.com,85841.99,Brazil,1971-02-27,Male,+16275657765,2012-07-04,On Leave,Human Resources,DevOps Engineer
Laura,Smith,laura.smith6046@example.com,114830.92,Australia,1995-08-16,Male,+15043003675,2016-04-02,Active,Marketing,Data Scientist
Robert,Rodriguez,robert.rodriguez6047@example.com,44965.0,South Africa,1984-09-03,Other,+18470856629,2015-01-26,On Leave,Human Resources,Software Engineer
Chris,Smith,chris.smith6048@example.com,50971.6,Japan,1980-11-04,Other,+14415839777,2022-05-31,Terminated,Operations,Sales Representative
Isabella,Thomas,isabella.thomas6049@example.com,115422.25,Germany,1980-03-30,Other,+15732517214,2016-03-31,Suspended,Sales,HR Specialist
Isabella,Wilson,isabella.wilson6050@example.com,144991.47,Japan,1991-02-04,Male,+19991559046,2018-03-20,On Leave,Marketing,Product Manager
David,Wilson,david.wilson6051@example.com,74013.68,Germany,1992-11-17,Male,+16466730539,2017-07-25,Terminated,Engineering,Sales Representative
Alex,Jones,alex.jones6052@example.com,138550.54,UK,1970-12-03,Other,+15872197415,2014-01-06,Suspended,Operations,Software Engineer
Joseph,Wilson,joseph.wilson6053@example.com,108279.47,Brazil,1979-08-09,Female,+16794548254,2011-03-21,Active,Sales,HR Specialist
John,Garcia,john.garcia6054@example.com,104985.64,USA,1985-07-30,Male,+17719591567,2022-04-08,Active,Operations,QA Engineer
Alex,Garcia,alex.garcia6055@example.com,75286.33,Canada,1989-10-26,Female,+15420766823,2022-02-04,Terminated,Product,DevOps Engineer
John,Anderson,john.anderson6056@example.com,97306.03,USA,1983-09-29,Other,+11956715043,2022-02-10,Suspended,Sales,QA Engineer
Emily,Johnson,emily.johnson6057@example.com,103173.57,Brazil,1999-09-26,Other,+11115697620,2012-06-04,Suspended,Data,Data Scientist
Laura,Hernandez,laura.hernandez6058@example.com,120597.47,Australia,1998-11-24,Female,+19132354020,2012-06-22,On Leave,Operations,Software Engineer
Joseph,Moore,joseph.moore6059@example.com,69197.31,France,1994-09-05,Other,+19897632773,2011-05-16,Terminated,Engineering,QA Engineer
Charles,Rodriguez,charles.rodriguez6060@example.com,104404.22,South Africa,1970-11-23,Male,+12880156298,2023-10-13,On Leave,Product,HR Specialist
Chris,Jackson,chris.jackson6061@example.com,90908.48,South Africa,1989-04-13,Other,+13414555941,2010-05-30,Terminated,Data,Software Engineer
William,Martin,william.martin6062@example.com,51656.72,Australia,1989-01-29,Other,+19632482246,2018-06-07,Terminated,Engineering,Marketing Analyst
Olivia,Smith,olivia.smith6063@example.com,56882.74,Japan,2000-04-25,Male,+19934099430,2022-12-25,Terminated,Data,Sales Representative
John,Brown,john.brown6064@example.com,66452.25,Japan,1995-03-03,Male,+17288722377,2023-05-22,On Leave,Marketing,QA Engineer
Alex,Thomas,alex.thomas6065@example.com,44884.83,UK,1981-12-21,Male,+12980826346,2010-11-15,On Leave,Sales,DevOps Engineer
Ava,Taylor,ava.taylor6066@example.com,139407.04,Australia,1983-12-05,Male,+16380425808,2015-02-03,Active,Marketing,Product Manager
Laura,Davis,laura.davis6067@example.com,93459.41,Japan,1993-10-17,Other,+12921924030,2019-12-20,Active,Data,Product Manager
Olivia,Taylor,olivia.taylor6068@example.com,117492.69,Canada,2000-05-27,Male,+19919743775,2015-10-10,Terminated,Operations,HR Specialist
John,Brown,john.brown6069@example.com,52305.68,Germany,1995-11-18,Other,+17229859412,2021-07-28,On Leave,Product,Data Scientist
Emma,Martinez,emma.martinez6070@example.com,127093.21,Canada,1982-11-14,Other,+15234959498,2011-03-14,On Leave,Product,Marketing Analyst
Sophia,Johnson,sophia.johnson6071@example.com,102192.18,South Africa,1991-09-18,Female,+13974507567,2013-12-06,Suspended,Operations,Marketing Analyst
